Complexity metrics,Sun, 31 Mar 2019 21:55:22 EDT
Method,ev(G),iv(G),v(G)
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.anchor(String)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.anchor(String,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.anchor_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.author()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.author(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.author_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.body()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.body(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.body_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.bold()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.bold_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.checkWellformedness(String)",1,2,2
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.close()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.comment(String)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.date()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.date(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.date_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definedTerm()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definedTerm(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definedTerm_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definition()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definition(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definitionList()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definitionList(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definitionListItem()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definitionListItem(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definitionListItem_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definitionList_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.definition_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.figure()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.figure(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.figureCaption()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.figureCaption(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.figureCaption_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.figureGraphics(String)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.figureGraphics(String,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.figure_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.flush()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.getOffender()",2,1,2
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.getOffenders()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.head()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.head(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.head_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.horizontalRule()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.horizontalRule(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.isWellformed()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.italic()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.italic_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.lineBreak()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.lineBreak(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.link(String)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.link(String,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.link_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.list()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.list(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.listItem()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.listItem(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.listItem_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.list_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.monospaced()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.monospaced_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.nonBreakingSpace()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.numberedList(int)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.numberedList(int,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.numberedListItem()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.numberedListItem(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.numberedListItem_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.numberedList_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.pageBreak()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.paragraph()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.paragraph(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.paragraph_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.rawText(String)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section(int,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section1()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section1_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section2()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section2_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section3()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section3_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section4()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section4_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section5()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section5_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section6()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section6_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle(int,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle1()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle1_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle2()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle2_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle3()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle3_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle4()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle4_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle5()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle5_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle6()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle6_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.sectionTitle_(int)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.section_(int)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.startElement(String)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.table()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.table(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableCaption()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableCaption(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableCaption_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableCell()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableCell(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableCell(String)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableCell_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableHeaderCell()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableHeaderCell(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableHeaderCell(String)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableHeaderCell_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableRow()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableRow(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableRow_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableRows(int[],boolean)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.tableRows_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.table_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.text(String)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.text(String,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.title()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.title(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.title_()",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.unknown(String,Object[],SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.verbatim(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.verbatim(boolean)",1,1,1
"org.apache.maven.doxia.sink.impl.WellformednessCheckingSink.verbatim_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.XhtmlBaseSink(Writer)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.anchor(String)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.anchor(String,SinkEventAttributes)",3,2,4
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.anchor_()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.bold()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.bold_()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.close()",1,5,5
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.comment(String)",1,4,5
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.content(String)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.definedTerm()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.definedTerm(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.definedTerm_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.definition()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.definition(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.definitionList()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.definitionList(SinkEventAttributes)",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.definitionList_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.definition_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.encodeURL(String)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.escapeAttributeValues(SinkEventAttributes)",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.escapeHTML(String)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.figure()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.figure(SinkEventAttributes)",1,2,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.figureCaption()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.figureCaption(SinkEventAttributes)",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.figureCaption_()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.figureGraphics(String)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.figureGraphics(String,SinkEventAttributes)",1,6,6
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.figure_()",1,3,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.flush()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.getCellCount()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.getCellJustif()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.getTextBuffer()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.horizontalRule()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.horizontalRule(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.init()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.isHeadFlag()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.isVerbatimFlag()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.italic()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.italic_()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.lineBreak()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.lineBreak(SinkEventAttributes)",1,3,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.link(String)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.link(String,SinkEventAttributes)",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.link(String,String,MutableAttributeSet)",3,4,6
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.link_()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.list()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.list(SinkEventAttributes)",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.listItem()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.listItem(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.listItem_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.list_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.logMessage(String,String)",2,2,4
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.monospaced()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.monospaced_()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.nonBreakingSpace()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.numberedList(int)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.numberedList(int,SinkEventAttributes)",2,3,8
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.numberedListItem()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.numberedListItem(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.numberedListItem_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.numberedList_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.onSection(int,SinkEventAttributes)",1,2,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.onSectionTitle(int,SinkEventAttributes)",1,6,6
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.onSectionTitle_(int)",1,6,6
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.onSection_(int)",1,2,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.pageBreak()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.paragraph()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.paragraph(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.paragraph_()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.rawText(String)",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.resetState()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.resetTextBuffer()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section(int,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section1()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section1_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section2()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section2_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section3()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section3_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section4()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section4_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section5()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section5_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle(int,SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle1()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle1_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle2()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle2_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle3()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle3_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle4()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle4_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle5()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle5_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.sectionTitle_(int)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.section_(int)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.setCellCount(int)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.setCellJustif(int[])",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.setHeadFlag(boolean)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.setVerbatimFlag(boolean)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.table()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.table(SinkEventAttributes)",1,3,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableCaption()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableCaption(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableCaption_()",1,3,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableCell()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableCell(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableCell(String)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableCell(boolean,MutableAttributeSet)",1,2,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableCell_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableCell_(boolean)",1,4,5
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableHeaderCell()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableHeaderCell(SinkEventAttributes)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableHeaderCell(String)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableHeaderCell_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableRow()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableRow(SinkEventAttributes)",1,3,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableRow_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableRows(int[],boolean)",1,3,5
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.tableRows_()",1,3,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.table_()",2,7,7
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.text(String)",1,3,3
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.text(String,SinkEventAttributes)",1,10,10
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.unknown(String,Object[],SinkEventAttributes)",4,8,9
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.verbatim(SinkEventAttributes)",1,4,5
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.verbatim(boolean)",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.verbatimContent(String)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.verbatim_()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.write(String)",1,5,5
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.writeEndTag(Tag)",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSink.writeStartTag(Tag,MutableAttributeSet,boolean)",1,6,6
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.checkVerbatimAttributes(SinkEventAttributes,String)",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.setUp()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testAnchor()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testAttributeEntities()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testComment()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testDefinitionList()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testEntity()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testFigure()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testFigureGraphics()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testHorizontalRule()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testItalic()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testLineBreak()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testLink()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testList()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testNestedTables()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testNumberedList()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testParagraph()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testRawText()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testSection()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testSection1()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testSection2()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testSection3()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testSection4()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testSection5()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testSectionAttributes()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testSpaceAfterClosingTag()",1,2,2
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testSpecialCharacters()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testTable()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testTableCaption()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testTableCell()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testTableHeaderCell()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testTableRow()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testTableRows()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testText()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testUnknown()",1,1,1
"org.apache.maven.doxia.sink.impl.XhtmlBaseSinkTest.testVerbatim()",1,1,1
"org.apache.maven.doxia.util.ByLineReaderSource.ByLineReaderSource(Reader)",1,1,1
"org.apache.maven.doxia.util.ByLineReaderSource.ByLineReaderSource(Reader,String)",1,1,1
"org.apache.maven.doxia.util.ByLineReaderSource.close()",1,1,1
"org.apache.maven.doxia.util.ByLineReaderSource.getLineNumber()",1,1,1
